img1.png,"nested ir a

Ore Loon a tire there was a yourg g tl aamee | ly wac lived ir a sma | vil ag

us for

lily was a cur ous and adventurous child. a ways seeking new experiences anc

Gs She st

scover os One Gay. as sie roled spora

as wandes ag t

aidger 2ond

“he ve ever seen oelore aters were Crystal Sear and spares

v

J ysas tl ce any $004

athe sun ght “ae gaiks wee nedwtiyorantw dilewess aid ancient vers tial seemed

to cea ua to te sey Lily te ba sense st warde: ard awe wash ove her ard ske knew tat

tis was asycca place

As she gazee inte the pond, Lily est sed a snall £671 sw mag lacily in tae wate: The fs

was abe tant shace of b ue, anc its sca es shommerce mithe ght | ly reackee eat ts tear
the fish. out tdarted away yust cut of he: teach
Deter ned te catch toe fish, .ry spent Paves 6 ttieg py the osed tying to ure twith ats

mas oser and

of bread ard asects Eventua y tne 4189 glew usee to ke: presence ard sw

abep cvher ards

close: antl ry vas aly abe te s

As she held tke fsa vher oars Lily fe ba sudden surge of energy aw titeagey ne pedy

ical

Soe coule serse tha

his fs was ro ordinary ceate. Ub somenrig ag ca ANG nyys"")

»ta<e tie fish home ang care for

Wek aseise stexstement ard treo date Lily des dee

t"
img10.jpg,"The bird looked at Mei with its bright, beady eyes and sang a song that seemed to hold a

secret. Mei listened intently, trying to understand the meaning behind the melody.

As the sun began to set, Mei climbed down from the tree and made her way back to the

village. She couldn't stop thinking about the bird and its beautiful song, and she knew that
she had to return to the tree the next day.

For many days and nights, Mei visited the tree and listened to the bird's songs. She tried to

learn the words and the melody, but they were so complex that she could never quite grasp
them.

One day, as she was sitting beneath the tree, Mei had an idea. She pulled out a small
notebook and began to write down the notes and the lyrics to the bird's song. And as she

wrote, she found that the melody seemed to come alive on the page, filling her with a sense
fh
of wonder and magic. 8

And so, Mei continued to visit the tree, writing down the bird's songs and filling her
notebook with the most beautiful melodies she had ever heard. And soon, the villagers

began to gather around her, eager to hear her play and sing the songs she had learned.

Mei had discovered a gift, and she shared it with the world, bringing joy and happiness to ail
who heard her music. And she knew that she owed it all to the little bird with the golden

feathers, who had shown her the way to unlock the magic of music."
img11.jpg,"hours Watching it fly around the house, and soon he developed a deep love for birds.

Over time, Taro began to rescue and care for injured birds in the village. His parents were
impressed by his kindness and dedication, and they supported his efforts to help these
creatures.

Eventually, Taro's reputation as a skilled bird healer s

pread throughout the village. People
came from far and wide to bring him injured birds, and Taro worked tirelessly to nurse each
one back to health.

As Taro grew older, he became known as the

“bird whisperer” of the village. His gentle touch
and deep love for these Creatures inspired others to take better care of the natural world
around them.

Years passed, and Taro continued to care for j

injured birds, Though he never became rich or
famous, he knew that he had made a differe

nce in the lives of countless creatures, and that
was enough for him.

And so, the bird whisperer of the village continued his work, day after day, year after year,
bringing love and healing to all the creatures that crossed his path."
img12.jpg,"Once upon a time, in a small village nestled in the mountains, there was a young boy named
Taro. He lived with his family in a modest home and spent his days helping his parents tend

to their crops.

One day, while out in the fields, Taro noticed a small, injured bird lying on the ground. He
gently picked it up and brought it back to his home, where he and his family nursed it back
to health.

As the bird recovered, Taro grew increasingly fascinated by its beauty and grace. He spent
hours watching it fly around the house, and soon he developed a deep love for birds.

Over time, Tero began to rescue and care for injured birds in the village. His parents were
impressed by his kindness and dedication, and they supported his efforts to help these
creatures.

Eventually, Tara's reputation as a skilled bird healer spread throughout the village. People
come from far and wide to bring him injured birds, and Taro worked tirelessly to nurse each

one back to health,

As Tare grew older, he became known as the ""bird whisperer” of the vilage. bis gentle touch
and deep love for these creatures inspired ethers to take better cave ef the natural werld

around them,"
img13.jpg,Sacer af Late A Steet Seen
img15.jpg,"A Story Of True Sincere Love (English Sonnet)

(for Annelize)

A story of true sincere love | have to tell
how a lovely maiden had been my own,
still after many years | am under her spell
but at times away from her | am alone

where many a day to God I do humbly pray
that He will keep and protect her against all ill
where she wanders the earth each sunny day,
will protect her in His omnipotent will

yet love does its own battles raging fight
where even destiny to its great power do fall
and when I do dream my dreams at night

she is a significant part of them all

where daily still nearer to her | do grow
while of the extent of her love | do know.

© Gert Strydom

Gert Strydom"
img16.jpg,"ey
maQ fect Its
os mucr .

shes ste

Ewe engi ec om"
img17.jpg,"~ Hare and Tortoise

year wg"
img18.jpg,"THE STORY OF KING LEAR AND HIS THREE
DAUGHTERS.

(FROM SHAKESPEARE.)

LONG time ago, when the island of Great

Britain was not so large and prosperous a
country as now, but was a wild and thinly set-
tled island, divided into several kingdoms, there
reioned over one of these dominions an old mon-
arch called Lear. He was one of the mightiest
of the British kings, and though he had a kind
and generous heart, he was so passionate that
when one of his fits of rage possessed him, his
bravest and wisest counselors could not dissuade
him from any wild or frantie purpose which
seized him.

Lear had three children, all of them daughters,
and all very beautiful. The eldest was named
Goneril; the second, Regan; and the youngest,
Cordelia. Goneril and Regan were proud and
haughty beauties. They trod the halls of their
father’s palace as if they were alrcady queens.
When any story of suffering or complaint of
wrong arose from the people, they always took"
img19.jpg,"Tew Loe

LN Ea WCHL FEROE BN Oe RON Ne
Dre Te EAL oF BE Pe od FN OM Te Or COT
PERE ELE: ali BRAN I BPE far rr prom tone
SR ee ae oe ar Kegan eG te
Cow ne con tere kre

Ne fone vere oe Wena! yan we Her elle Orry Pe oe
Pad Se Te aE tants eee Oe eA FE
LPS eT eile ed Pmt ape Be Se
Ae oF tang

De chdels napate ded icin hiatedadorncioteertuad
secant) er Pe Sree Ie) ee ok Ne ee OE
nen aio G Ferien iin Amul aor a ah
Len Pattee Coe co CBU So a
2OC 1s LRU Film COUN 10 OT Ores “e Oblee e
ome to ne in, SP Hue Pe MN wal Be

A han anda toms mene Pome kaen Ae LAG Men tN
pete enemelomett. veemirpeane-oneanenee
cate inane Ma"
